text,label
"olay yerinde 3 litre verildi, şu anda bir tane daha takıyoruz.",açıklama
kanayan bir ülser olmalı doktor. iş arkadaşı leblebi gibi ibuprofen içtiğini söyledi.,hipotez
"midesindeyim. çok fazla kan var, göremiyorum.",açıklama
"hayır, orada. köpürüyor, sadece kötü bir ülser. koterize ediyorum.",açıklama
sistolik kan basıncı 70.,açıklama
artık değil. perfore oldu.,açıklama
cerrahlar perforasyonu dikebildiler. ancak hastanın midesinin içeriği vücuduna döküldü. sepsis gelişti.,açıklama
bir ara 5e düştü. karaciğerine ve böbreklerine zarar verdi.,açıklama
buckın idiyopatik pulmoner fibrozisi var. akciğer dokusu kayaya dönüşüyor. bilinen bir nedeni ve tedavisi yok. yavaş yavaş boğuluyor.,açıklama
"akciğer nakli yaklaşık yarım milyon dolar, ancak bu zavallının sigortası yok.",açıklama
böbrek hasarı o kadar da kötü değil. karaciğer hasarı daha endişe verici. karaciğerler için diyaliz yoktur.,açıklama
"hayır, bu bir pıhtı.",açıklama
hemşire! ameliyathaneyi arayın; onu embolektomiye hazırlamalıyız.,açıklama
"bir cvc, pt ve bir karaciğer paneli.",açıklama
sepsis tansiyonunu o kadar düşürdü ki karaciğerinde pıhtılar oluştu. hepatik arteri tıkayıp kan akışını kestiler. karaciğeri şoka girdi.,açıklama
immün baskılayıcılar ateşi engeller; hiç ateşin olmamalı. buraya kültür almak için bir hemşire gönderiyorum ve göğüs röntgeni istiyorum.,açıklama
ast ve alt değerleri yüksek. karaciğeri reddediyor.,hipotez
"hayır, sadece bir enfeksiyon. kültürlerimizden birinde streptokok ürüyor. susuz kalmış, hematokriti çok yüksek, bu strep!",hipotez
transaminazlar da yüksek.,açıklama
"hepatit b ya da hepatit c olabilir, değil mi? tedavi edilebilir. ona interferon verirsiniz ve düzelir. değil mi?",hipotez
hemen onun ve kız kardeşi için bir mr çekin.,açıklama
bence kanseri senden kaptı.,açıklama
kardeşinin karaciğeriyle birlikte nakledilen teşhis edilmemiş bir hepatoması vardı. kayla bağışıklık sistemi baskılanmış olduğu için çok daha hızlı büyüdü.,açıklama
"hepatit karaciğer kanserine neden olabilir. ayrıca hematokrit ve kırmızı kan hücresi sayımı yüksekti. genellikle dehidrasyon anlamına gelir, nadir durumlarda kanser.",açıklama
viral ensefalit değerlendirildi.,hipotez
creutzfeldtjakob düşünüldü.,hipotez
kafatasından örnekleme işlemi yapıldı.,test/prosedür
mitokondriyal ensefalopati düşünüldü.,hipotez
gizli tümör paraneoplastik sendroma yol açabilir.,hipotez
antikorlar beyne saldırıyor olabilir.,tanı
ivig tedavisi başlandı.,tedavi
istemsiz titreme ivig sonrası düzeldi.,açıklama
şiddetli ağrı için spinal enjeksiyon istendi.,tedavi
ağrı psikolojik ise plasebo etkili olabilir.,açıklama
pankreas dahil tüm organlar tarandı.,test/prosedür
overler ultrason ile değerlendirildi.,test/prosedür
plasebo serum sonrası belirtiler geri döndü.,değerlendirme
şimdi hangi adıma geçiyoruz?,soru
görüntülemede testis tümörü saptandı.,tanı
erkek pseudohermafroditizmi tanısı kondu.,tanı
hasta testosterona duyarsız bulundu.,tanı
artmış östrojen feminen özelliklere neden oldu.,açıklama
testis tümörü için cerrahi planlandı.,tedavi
ameliyat sonrası psikiyatriye yönlendirildi.,tedavi
house kronik bacak ağrısı için vicodin kullandı.,tanı
hastada absence nöbet gelişti.,tanı
hastada baş ağrısı öyküsü vardı.,açıklama
iki yıldır asit reflü şikayeti bulunuyor.,tanı
sağ testis soldan belirgin büyük bulundu.,tanı
testis kanseri olasılığı düşünüldü.,hipotez
mrida temporal lobda mikro apse görüldü.,tanı
sifiliz ayırıcı tanıda değerlendirildi.,hipotez
gonore olasılığı araştırıldı.,hipotez
klamidya açısından test yapıldı.,hipotez
lenfoma tüm bulguları açıklayabilir.,hipotez
empirik std tedavisi başlandı.,tedavi
hastanın cinsel öyküsü yeniden sorgulandı.,soru
hasta köpüklü kanlı balgam çıkardı.,tanı
akut pulmoner ödem gelişti.,tanı
mitral kapakta vejetasyon saptandı.,tanı
psittakoz olasılığı değerlendirildi.,hipotez
strep viridans enfeksiyonu düşünüldü.,hipotez
bruselloz olasılığı ön plana çıktı.,tanı
rifampin tedavisi başlandı.,tedavi
doksisiklin tedavisi başlandı.,tedavi
defibrilasyon uygulandı.,tedavi
vejetasyon koroner arteri tıkadı.,tanı
koroner tıkanıklık enfarktüse yol açtı.,tanı
ileri yaş transplant için risk faktörü kabul edildi.,değerlendirme
hastanın yaşam beklentisi sınırlı görüldü.,değerlendirme
donörde ateş öyküsü vardı.,açıklama
donörde karın ağrısı gelişmişti.,açıklama
donör hepatit c pozitif bulundu.,tanı
safra kesesi enfeksiyonu araştırıldı.,hipotez
amebiyazis tanısı düşünüldü.,tanı
paromomisin tedavisi verildi.,tedavi
klorokin tedavisi başlandı.,tedavi
kalpte global hipokinezi gelişti.,tanı
toksik nedenler araştırıldı.,hipotez
saç boyası olası etken olarak sorgulandı.,hipotez
gizli diyet hapı kullanımı saptandı.,tanı
fitzhughcurtis sendromu düşünüldü.,hipotez
donör gonore pozitif bulundu.,tanı
seftriakson tedavisi başlandı.,tedavi
alıcı hasta komaya girdi.,tanı
dobutamin desteği başlandı.,tedavi
nakil sonrası gonore tedavisi sürdürüldü.,tedavi
hastada boğaz kuruluğu gelişti.,açıklama
dilde ani şişme meydana geldi.,tanı
hasta nefes almakta zorlandı.,tanı
anafilaksi ilk olasılık olarak düşünüldü.,hipotez
vokal kord spazmı hava yolunu kapatabilir.,hipotez
progresif bulbar paralizi değerlendirildi.,hipotez
bt akciğer fibrozisini gösterdi.,tanı
interstisyel pulmoner fibrozis tanısı düşünüldü.,tanı
hastada kaşıntılı kırmızı döküntüler gelişti.,tanı
gıda alerjisi yeniden değerlendirildi.,hipotez
lupus olasılığı için ana istendi.,hipotez
ağır metal zehirlenmesi düşünüldü.,hipotez
kurşun maruziyeti araştırıldı.,hipotez
cıva düzeyi araştırıldı.,hipotez
arsenik açısından tarama yapıldı.,hipotez
kurşun zehirlenmesine yönelik tedavi başlandı.,tedavi
alt ekstremitelerde şiddetli ağrı gelişti.,tanı
dil ödemi nedeniyle hava yolu kapandı.,tanı
acil trakeotomi uygulandı.,tedavi
lupus nefriti düşünüldü.,hipotez
kortikosteroid tedavisi uygulandı.,tedavi
siklofosfamid seçeneği değerlendirildi.,tedavi
immünsüpresan tedavi seçeneği tartışıldı.,tedavi
lupus nadiren kardiyovasküler yetmezliğe yol açabilir.,açıklama
lupus nadiren renal yetmezliğe neden olabilir.,açıklama
hasta kardiyak arrest geçirdi.,tanı
"akciğer, böbrek ve kalp fonksiyonları bozuldu.",tanı
viral enfeksiyon olasılığı yeniden değerlendirildi.,hipotez
postviral otoimmün reaksiyon düşünüldü.,tanı
intravenöz interferon başlandı.,tedavi
ağır metal taramasında altın düzeyi yüksek bulundu.,tanı
bu cevap bizi doğru yere götürmedi.,açıklama
bu madde artrit tedavisinde kullanılabilir.,açıklama
eş tarafından zehirleme girişimi saptandı.,tanı
şelasyon için dimerkaprol başlandı.,tedavi
böbrek fonksiyonları henüz düzelmedi.,tanı
hastanın durumu yeniden değerlendirilmeli.,açıklama
uzun dönem solunum takibi gerekecek.,tanı
hasta mısın? öksürük? boğaz ağrısı?,soru
"45 saniye fırçaladım, tırnakları yaptım, dirseklere kadar indim. her şeyi yaptım.",açıklama
cildin... iyi misin? kurdeşen var.,açıklama
"melinda, ne oluyor? kalbin mi? ne oluyor?!",soru
"melinda, bunu nasıl kullanacağımı bilmiyorum, daha önce hiç kullanmadım!",açıklama
"genç kız, anafilaktik şok.",açıklama
bağışıklık sistemi baskılanmış.,açıklama
"kalp nakli. bağışıklık sistemi çökmüş, anne küçük meleğine john travolta kalitesinde bir balon yapıyor.",açıklama
nakilden altı ay sonra temiz odaya hapsolmasına gerek yok.,açıklama
evinde neden temiz oda var?,soru
"belki orada olan değil, ne yaptığıdır. egzersiz alerjisi.",hipotez
biri yalan söylüyor. beni hiç yanıltmadı.,hipotez
yeni bir sabun? deterjan? parfüm?,soru
"çocukluğunda 3 kez neredeyse öldü. penisilin, arı sokması, yer fıstığı.",açıklama
"kurabiye alıyor, hamurda yer fıstığı ezmesi var. epi kalemini unutmuş, hastaneye giderken bayılıyor, kaza yapıyor. direksiyon göğsünü eziyor. kalbini kaybetti.",açıklama
"pencerede alarm yok. ağaca buradan ulaşabilirsin, biraz kabuk soyulmuş.",açıklama
lateks alerjisi?,hipotez
semen alerjisi olabilir mi?,hipotez
test negatif. semen alerjisi yok.,açıklama
penisiline alerjik. erkek arkadaş bir hafta penisilin aldı.,hipotez
genç seks yapmanın tek dezavantajı bu. aptallar. kız arkadaşını neredeyse öldürüyordun.,açıklama
dudaklarımda hl kaldığını mı düşünüyorsun? dişlerimi fırçaladım!,soru
"daha aşağı ve daha eğlenceli düşün. tamamen, dostum! vücut sıvılarından geçebilir.",açıklama
beyaz balgam çıkarıyor.,açıklama
üçte ikisine kadar çıtırtı var.,açıklama
"boynuna bak. alerji değil, kalbi.",açıklama
konjestif kalp yetmezliği.,açıklama
ya anafilaksisi anafilaksi değilse? anti-rejeksiyon ilaçlarının toksisitesi nöbet ve sonra kalp yetmezliğine neden olabilir.,hipotez
"kalp yetmezliği enfeksiyon, koroner hastalık veya rejeksiyon olabilir.",hipotez
"ateş yok, muhtemelen enfeksiyon değil.",açıklama
ya da immünosupresanlar yüzünden ateş çıkmıyor.,açıklama
"bt çekelim, kalp biyopsisi yapalım.",açıklama
koroner arter hastalığı belirtisi yok.,açıklama
"kan testi enfeksiyonu ekarte eder, kalp biyopsisi rejeksiyonu ekarte eder.",açıklama
"bu kalbi kaybedeceğim, değil mi? ne kadar sürer?",soru
ortalama 5-10 yıl.,açıklama
buna düşük ayak yürüyüşü denir.,açıklama
fasikülasyon. bu felç. ve yükseliyor.,açıklama
bu hızla birkaç gün içinde akciğerlerine ulaşacak.,açıklama
kene felci? anafilaksiyi de açıklayabilir.,hipotez
guillain-barr en olası.,hipotez
bağışıklığı baskılanmış. botulizm olabilir mi?,hipotez
"son birkaç gün ellerinin üstünde yürümediyse olmaz. botulizm felci inen tiptir, yükselen değil.",açıklama
"virüs olabilir. west nile, hatta bağışıklık sistemi çökmüşken çocuk felci bile.",hipotez
lp yapın. virüsler için pcr yapın. guillain-barr için emg yapın.,açıklama
"lp ve pcr çocuk felci ve west nileı ekarte etti. guillain-barr olduğunu düşünüyoruz. vücudun bağışıklık tepkisi çıldırıyor, periferik sinirlere saldırıyor.",açıklama
"plazma, kanın berrak sıvı kısmı, sinir sistemine saldıran antikorların çoğunu içerir. makine kanı santrifüjde döndürüp ağırlığa göre ayırır.",açıklama
"hayır! klindamisin, benim kullandığım.",açıklama
"antibiyotikler anafilaksiyi açıklamıyorsa, her şey bağlantılı.",açıklama
"bu kızın alerjileri sıradan değil. kene ısırığı alerjik reaksiyonu tetikler, zehir 4 gün sonra devreye girer, kalp savunmasız, oraya önce vurur. sonra yükselen felci başlatır.",hipotez
atropin etkisini yitiriyor.,açıklama
tansiyon düşüyor. kalp hızı 47.,açıklama
o kene zehir damar yolu. çıkarırsak iyileşir. keneler ne kadar uzun beslenirse o kadar çok toksin üretir. bir saat içinde ölür.,açıklama
"norepinefrin verin, kalbini normale döndürün. yarına kadar tamamen iyileşir.",açıklama
"ian alston, 6 yaşında. kanlı ishal. hemodinamik olarak stabil ama koordinasyon sorunları gelişiyor.",açıklama
gastroenterit ve dehidratasyona benziyor. sıvı başlayın.,açıklama
parmağımı gözlerinle takip et. bastonumu uzanıp tut.,açıklama
oğlunuzun beyni kasları üzerindeki kontrolünü kaybediyor.,açıklama
"bağışıklık sistemleri iyi çalışmaz, listeria olabilir.",hipotez
lösemi hem gençlerde hem yaşlılarda daha yüksek prevalansa sahip.,hipotez
kolonoskopi yapın. mor papüller bulursanız bir dilim alın. erdheim-chester için kontrol etmek istiyorum.,açıklama
şimdiye kadar belki 200 vaka rapor edilmiş bir hastalık mı?,açıklama
"erdheim-chester, enfeksiyonla savaşan bazı hücrelerin anormal büyümesidir.",açıklama
idrar. kahverengi. ianın böbrekleri kapanıyor.,açıklama
e. coli h0157 kanlı ishale neden olur ve hemolitik üremik sendroma yol açar. bakteriden gelen toksinler böbreklerin kapanmasına neden olur. plazmaferez başlamalıyız.,hipotez
goodpasture sendromu. dolaşımdaki antikorlar böbrek yetmezliği ve kanamaya neden olur.,hipotez
estherın bir sonraki semptomunu da eklerseniz - beyin - ağır metal toksisitesi düşündürür.,hipotez
"lenfoma? böbrek yetmezliği, gi kanama yapabilir ve beyin tabanına infiltre olabilir.",hipotez
bu kadar ilerlemiş lenfoma varsa kanında ve beyninde görebilmeliyiz. chase kan yayması yap. foreman mr çek.,açıklama
beyin tabanı küçük bir kitle tarafından infiltre edilmiş. hipofiz gibi görünüyor.,açıklama
lenfomayı hemen hemen doğruluyor. esthera prednizon başlamalıydım.,açıklama
"kanda lenfoma görülmedi. beyaz kan hücreleri normal, immünokimyada da bir şey yok. lenfoma değil.",açıklama
"her şey için tedavi edin! asetilsistein, interferon, silimarin ve karaciğeri korumak için aklınıza gelen her şeyi verin.",açıklama
ilaçlar işe yarıyor gibi görünüyor. karaciğer dayanıyor. ama trombositler düşüyor.,açıklama
daha da iyi. yeni. yeni iyi. çünkü eski ölümle bitti.,açıklama
asetilsistein akciğerleri bozabilir.,hipotez
interferon bağışıklık sistemini modüle eder. lösemiler gibi bir kan kanserini etkileyebilir.,hipotez
otoimmün hastalıklar. vücudun kendi savunması ona saldırıyor ve güçlendirmek ateşe yakıt ekliyor.,hipotez
sarkoidoz beyin ve akciğerlerde olabilir.,hipotez
"ya da kawasaki hastalığı. arterlerin iç kısmını yiyen antikorlar yapıyor, büyük organlara kan akışını birer birer kesiyor.",hipotez
"kawasakiyi yaşadığı yerde arayalım, ianın koroner arterleri.",açıklama
"koroner arterler temiz. anevrizma yok. pıhtı yok, pürüzlü kenar yok.",açıklama
sağ atriyuma bak. küçük ama orada.,açıklama
"o kitle ne olursa olsun, hastalığı o. bir parça lazım. biyopsi yapıyorum.",açıklama
v-fib! kardiyak arrest! kod çağırın.,açıklama
beyni 8 dakikadan fazla oksijensiz kaldı. hiçbir şey kalmamış olabilir.,açıklama
histiyositoz.,hipotez
genetik bozukluklar her yerde kitlelere neden olabilir. tüberoz skleroz.,hipotez
lösemi hl ekarte edilmedi.,hipotez
ya da sarkom. birden fazla yumuşak doku tümörü olabilir.,hipotez
ya da sarkoidoz.,hipotez
multipl nörofibromatoz.,hipotez
"histio yaşlılar arasında tüberoz sklerozdan daha fazla belgelenmiş vaka var, onunla başlayalım.",açıklama
nestin negatif.,açıklama
kr67 negatif. pch antijeni de negatif.,açıklama
"3 test, 7 seçenek. sarkom daha olası ama testi daha güvenilmez. tüberoz skleroz olsun.",açıklama
"erdheim-chester hastalığı için test edin. hastalık bizi yavaş oynadı. kolonu biyopsi ettik, gi yoluna henüz ulaşmamıştı.",açıklama
hücreler makrofajlara benziyor.,açıklama
cd 68 pozitif!,açıklama
tedaviye başlayın.,açıklama
beyni 8 dakikadan fazla oksijensiz kaldı.,açıklama
"esther artık huzur içinde uyuyabilir, ha?",soru
uyduğu. şanslı. sarkom veya tüberoz skleroz da olabilirdi.,açıklama
ne yaptın? uyku haplarını yutmuş.,açıklama
"yalan söylüyor. rem uykusu olmadan nöronların rejenerasyonu durur. beyin lob lob kapanır. beş gün sonra delirirdi, on günde ölürdü.",açıklama
"hapları uyumak için aldı, kendini öldürmek için değil. işe yaramadı. bütün şişeyi içmesine rağmen uyanık kaldı.",açıklama
"acil serviste sedatif vermeyi denemişlerdir, dozu artırmalıyız.",hipotez
"sedasyon uyku ile aynı şey değil. uyku aktif bir süreçtir. sistemi yeniden başlatır, beyni restore eder.",açıklama
yakın zamanda aldığı ilaçlar sarmaşık zehirlenmesi için steroidler ve kayak yaralanması için ibuprofen.,açıklama
beyni görüntüleme cihazlarında ortaya çıkmayan bir şey. hasta ama görecek kadar hasta değil. stres altına alın. beyni zorla. uyanık tutun.,açıklama
normal birinci aşama beyin dalgaları. uyudu ama sadece 10 saniye. maksimum bir dakika.,açıklama
"btde tümör yok, pıhtı yok, nöbet bozukluğu yok.",açıklama
büyük bir kan lekesi var çarşaflarda. rektal kanama.,açıklama
kolonoskopi yapın. kolonda tümör bulursanız bayıltabilirsiniz. bulamazsanız uyanık kalır.,açıklama
rektal kanamanın patolojisinde nazal epitel izleri bulundu. yani kıç kanaması aslında burun kanaması.,açıklama
"masif sinüs kanaması olmalı, boğazından aşağı akıyor ve arkadan çıkıyor.",hipotez
"fare zehiri bir tür nörojenik toksinle karıştırılmış olabilir, kanamaya ve uyku bozukluğuna neden olabilir.",hipotez
ya sarmaşık zehirlenmesi gerçek sarmaşık zehirlenmesi değilse? döküntü artı burun kanaması artı uyku bozukluğu eşittir wegener granülomatozu.,hipotez
"kortikosteroid tedavisine başlayın, dozu üç katına çıkarın. wegeneri doğrulamak için üst solunum yolu biyopsisi alın.",açıklama
gözleri hızla sağa sola hareket ediyor. rem gibi görünüyor. ama uyanık.,açıklama
oturuyorsa rem değildi. rem uykusunda kas tonusunu koruyup dik oturmak imkansız. hareket bozukluğu. wegeneri ekarte eder.,açıklama
"kuduz kas spazmları, halsizlik, anksiyete ve uyanıklığa neden olabilir.",hipotez
sırtında koyu kırmızı bir yama var. masif iç kanama.,açıklama
"karaciğer fonksiyon testleri tavan yapmış. karaciğer bitmemiş, ölmüş. tanıya değil yeni karaciğere ihtiyacı var.",açıklama
akut karaciğer yetmezliğindesin. transfüzyonlara ve laktüloza devam edebiliriz ama sadece geçici. birkaç saat içinde komaya gireceksin ve uyanmayacaksın.,açıklama
nakil bize zaman kazandırır ama tanı olmadan organ tedarik ajansı karaciğer vermez. canlı donör olabilir.,açıklama
nadir ama hepatit virüslerinden herhangi biri uyku bozukluğuna ve karaciğer yetmezliğine neden olabilir.,hipotez
"hayır, pcrlar normal.",açıklama
dalak kanseri ya da non-hodgkin lenfoma? yaşı uyuyor.,hipotez
wilson hastalığı karaciğeri ve nörolojik semptomları açıklayabilir. kanama bozukluklarına da neden olur.,hipotez
gözlerinde kayser-fleischer halkaları yok.,açıklama
"nörolojik semptomlar varsa halkalar orada olmak zorunda değil. zehirli mantar karaciğer yetmezliği, uyku bozukluğu ve iç kanama yapabilir.",hipotez
"safra kanallarını endoskopi yaparken mide mantarı sporları için kazıyın. karaciğeri btleyin, protein ca125 ve ca19.5 kontrol edin.",açıklama
"wilson hastalığı için negatif görünüyor. dopar dikarboksi normal işlendi, seroloplazmin ve bakır seviyeleri normal.",açıklama
"mide içeriği spor için negatif, mantar toksisitesi yok.",açıklama
immünosupresanlar verdikten sonra kanı bulanık. net sonuç almamızı engelliyor.,açıklama
kalbi durdu. arrest geçirdi.,açıklama
yeni karaciğeri koruyan tüm immünosupresanları durdurmamız gerekiyor. dış etkileri kaldırarak vücudunda gerçekte ne olduğunu göreceğiz.,açıklama
ilaçları durdurursanız ölürüm. birkaç gün kazandırmak için bunu yaptınız ve şimdi geri mi alıyorsunuz?,soru
"ateş 106, tam rejeksiyon modunda.",açıklama
"normal, normal değil. steroidlerde, immünosupresanlarda ve bir haftadan fazla uyumamış. beyaz küre yerde olmalı. sorun bir tür enfeksiyon.",açıklama
tularemi?,hipotez
tifo ya da bir çeşit nükseden ateş?,hipotez
sarmaşık zehirlenmesi teşhis edildiğinde aynı zamanda uykusuzluk da başladı. döküntü artı burun kanaması artı uyku bozukluğu... ya köpek batıdan geldiyse?,hipotez
sihirbazlık numarası görmek ister misin? kolunu kaldırır ve büyük bir püstül yara ortaya çıkar. simsiyah sıvı.,açıklama
laboratuvara verin ve cdcyi arayın. veba hastamız var.,açıklama
veba mı? kara veba mı?,soru
"veba kemirgenlerle taşınır, köpeklerle değil. ama köpek olan yerde pire var. güneybatıdan geliyorlarsa, pireler çayır köpeği ile yavru köpeği ayırt edemez. az sayıda veba vakası uyku bozukluğu ile başlar.",açıklama
steroidler ve immünosupresanlar nehrin önünde baraj gibi davrandı. barajı kaldırınca yüz metrelik bakteri duvarı lenf düğümlerini bastı.,açıklama
"immünosupresanları yeniden başlatın, sonra streptomisin, sülfat gentamisin ve tetrasiklin ile doldurun. kendinize de profilaktik tedavi alın.",açıklama
"endişelenme, tedavi edilebilir.",açıklama
makale konusu: hastayı hipotermik kardiyak arrestle indükledik.,açıklama
kan tahlilinde tek anormal bulgu düşük sodyum.,açıklama
"tanrıyla konuşuyorsun, dinisin. tanrı seninle konuşuyorsa, psikotiksin.",açıklama
şizofreni?,hipotez
"hezeyan yok. toksik tarama temiz. kokain, metamfetamin, amfetamin, diyet hapı yok.",açıklama
addison kontrol edildi mi?,hipotez
pigmentasyon yok ve potasyum seviyeleri normal.,açıklama
siroz?,hipotez
karaciğer muayenesi normal. transaminazlar normal.,açıklama
su şişesini yeniden doldurmuş. saatte birkaç kez. aşırı su alımı düşük sodyuma neden olur.,açıklama
"aşırı su alımı düşük sodyuma neden olur, bu da kramplara neden olur.",açıklama
"kompleks parsiyel nöbet geçirdi. tekrarlayan davranış, duyarsızlık ve farkındalık eksikliği.",açıklama
enfeksiyon?,hipotez
ateş yok.,açıklama
wilson hastalığı olabilir. ya da glikojen depo hastalığı.,hipotez
ya da beyin tümörü.,hipotez
tüberoz skleroz.,hipotez
beyninin mrını çekelim.,açıklama
mr anormal bir alan gösteriyor. tüberoz skleroz.,açıklama
"tüberoz skleroz genetik bir bozukluktur. vücudun çeşitli yerlerinde küçük iyi huylu tümörler büyümesine neden olur, bu durumda beyinde.",açıklama
"semptomlar kötüleşiyor, tümörler büyüyor. ameliyat her şeyi düzeltir: kimyasal dengesizlik, nöbetler, işitsel halüsinasyonlar.",açıklama
gracein kanser tümörlerinin görüntülerini aldım. tümörler küçüldü.,açıklama
"her zaman var olan, uzun süreli altta yatan bir durumdan geliyor olmalı. sıradan bir dini manyak ki enfeksiyonu var. tüberoz skleroz hafif bir vaka.",açıklama
ateşi 103 ve yükseliyor. tüberoz skleroz ateş yapmaz.,açıklama
tüberoz skleroz suçluysa? ateş masum bir seyirci olabilir.,hipotez
"ya da burada kaptığı bir mikrop. ya da burada verdiği bir mikrop. virüs kansere saldırdı, o yüzden tümör küçüldü.",hipotez
"200 yıldır tümörleri hedefleyen vahşi virüs raporları var. 1900lerin başında bir italyan tıp dergisi serviks kanserli bir kadına zayıf kuduz suşu enjekte etmeyi yazmış, tümörü küçülmüş.",açıklama
kuduz mı verdiğini düşünüyorsun?,soru
"kanser hücrelerine saldırmaya en yatkın virüs türlerinden biri herpes. herpes ensefaliti uyar. nöbet, düşük sodyum, hatta bulanık görme.",açıklama
o kadına virüs verdin. bulaştırmanın tek yolu kendi yaralarından birini kaşıyıp başka birinin yüzüne dokunmak.,açıklama
"herpes, cinsel yolla bulaşan bir şey değil mi?",soru
"herpes saklanır. atak olur, geçer, geri gelir, geçer. geldiğinde yaran yoktu ama şimdi var.",açıklama
"rahatla. birkaç tövbe duası, biraz asiklovir, kısa sürede yine melekleri topluyor olursun.",açıklama
biraz fazladan zamanı oldu. çok değil. ama çökmedi.,açıklama
düşük sodyumu düzeltmek için tuzlu su alımını takip etmeliyiz. saatte bir meqdan fazla olmamalı.,açıklama
ağrı ilaçlarını ayarlayabiliriz. oksikodonunuzu artıralım.,açıklama
vücudunu niçin litrelerce su içerek arındırma ihtiyacı duyduğunu hiç merak ettiniz mi?,açıklama
"aspirin alıyorum. bir şeye odaklanıyorum, yemeyi unutuyorum, baş ağrısı oluyor.",açıklama
mrda anormal alan tüberoz skleroz olabilir. doğru bölgede.,açıklama
"tümörler iyi huylu olabilir ama iyi bir yerde değil. çıkarmamız gerekiyor. ameliyat olmadan sadece kötüleşecek, hatta ölümcül olabilir.",açıklama
bir dakika. her iki mr cihazını da kontrol ettim. altı ay önceki görüntülerinde belki bir arıza vardı.,soru
radyasyonun gecikmiş etkisi olabilir. bazen biraz zaman alır.,hipotez
kanser geldeyse o zaman gracein kanseri geri dönüyor.,açıklama
"doğru tür kansere, doğru tür virüse sahip olmalıydı. maruziyetin olasılıkları... piyangoyu kazandı.",açıklama
"sen piyango dersin, o mucize der.",açıklama
kanayan kortikal tümörler tanımlanabilir. ameliyatı yapabiliriz.,açıklama
en az dört farklı ağrı hapı ve bir led cihazı var burada.,açıklama
kıyafetlerini çıkar. herpes saklanır. geldiğinde yaran yoktu ama şimdi var. sırtında büyük kırmızı bir leke.,açıklama
beyninin mrını çekelim. nasıl anlaşacağız? tanrıya sorabiliriz ya da beynine mr çekebiliriz.,soru
"mekansal tanıma sorunum var, hafıza değil.",test/prosedür
"fungus sinüs yoluyla beyne girer; mutluluk, körlük ve acı dansı.",tedavi
her şey için tedaviye başlayın. ne düşünüyorsanız tedavi edin.,tedavi
biyopsi amibi gösterdi. antiparazitik tedaviye başladık.,tedavi
bebeği ecmoya bağlamazsan enfeksiyon vücuduna yayılır.,tedavi
en yaygın olanı aspergillus. onu vorikonazol damlasına bağlayın,tedavi
ateşi 103f.,açıklama
"bu durum enfeksiyon, toksin ya da alerjik reaksiyon olabilir.",açıklama
kurşun mideyi delmiş ve bağırsaklara zarar vermiş.,açıklama
dilden biyopsi aldık.,açıklama
biyopsi sonucu negatif.,açıklama
kafa içi basıncı artmış olabilir.,açıklama
lomber ponksiyon yapılmalı.,açıklama
morfin ağrıyı azaltıyor.,açıklama
lenf sistemi incelenmeli.,açıklama
büyük ihtimalle enfeksiyon.,açıklama
basınç normal çıktı.,açıklama
kan yabancı cisim gibi davranıyor olabilir.,açıklama
sorunun kaynağı testis kanseri.,açıklama
hastanın dili ciddi şekilde şişmiş.,açıklama
antibiyotikler hastalığı yavaşlatmıyor.,açıklama
enfeksiyon türünü bilmeden tedavi edemeyiz.,açıklama
basınç normal ama bu beklenmedik bir sonuç.,açıklama
göz arkasında kanama var.,açıklama
"göz içi basınç artmış, müdahale etmeliyiz.",açıklama
enfeksiyon gözleri bu şekilde etkilemez.,açıklama
bu bir kanama bozukluğu olabilir.,açıklama
ateşi hl yüksek.,açıklama
kan hastalıkları kansere işaret edebilir.,açıklama
tüm testler negatif sonuç verdi.,açıklama
testler yanlış negatif olabilir.,açıklama
örnek alınan doku hastalığı temsil etmeyebilir.,açıklama
hastanın kanama riski yüksek.,açıklama
temel varsayımlarımız yanlış olabilir.,açıklama
hastalık alışılmışın dışında ilerliyor.,açıklama
farklı bir kaynak aramalıyız.,açıklama
bu bir tümör olabilir.,açıklama
tümörün kaynağı testis olabilir.,açıklama
testis kanseri diğer organlara yayılmış olabilir.,açıklama
metastaz belirtileri var.,açıklama
hastanın durumu kritik.,açıklama
tedavi gecikirse hasta kaybedilebilir.,açıklama
hastalığın nedeni sistemik olabilir.,açıklama
kan testleri enfeksiyon göstermiyor.,açıklama
semptomlar hızla kötüleşiyor.,açıklama
bağışıklık sistemi kaynaklı olabilir.,açıklama
tüm bulgular metastatik kanseri destekliyor.,açıklama
"kız ters yoga pozisyonundayken boynu döndü ve boyundan aşağısı felç oldu, ama röntgende omurga hasarı görünmüyor.",açıklama
saç ekiminden sonra gelişen afazi pıhtı atan bir enfeksiyona bağlı olabilir.,açıklama
bu vaka tanısal olarak sıkıcı görünüyor.,açıklama
beyin kanseri vardı ve ameliyat olmuş; geriye tanı koyacak çok az şey kalmış.,açıklama
sekiz yıldır tekerlekli sandalyede olduğu için kasları atrofiye uğramış; ağrısı olabilir.,açıklama
bu tablo ms olabilir.,hipotez
bu ms değil; baş aşağı durmadan önce hiçbir semptomu yoktu.,açıklama
transvers miyelit olabilir; disk şişliği sinir fonksiyonunu engelliyor olabilir.,hipotez
mri bu olasılığı desteklemiyor.,açıklama
