text,label
gece boyunca onu gözlemleyin. başka bir nöbet geçirip geçirmediğine bakın.,talimat
"parazitler? sıtma, chagas?",hipotez
ameliyat mı? bu karaciğer yetmezliği olan yeni doğmuş bir bebek.,soru
bağırsağın bir kısmı nekroze olmuş ve çıkarıldı.,tedavi
arnold-chiari? kas güçsüzlüğü olmadan olmaz.,değerlendirme
zehirlenme ihtimali için kan testi yaptık.,test/prosedür
hastanın hafızası test edilecek.,test/prosedür
lomber ponksiyon yapın.,test/prosedür
biyopsi amiloidozu doğruladı.,tanı
plevral efüzyon. orada en az 200 cc sıvı var.,hipotez
hastanın kalbine kalp pili takmak için fluoroskopi kullandık.,tedavi
hastanın cinsel öyküsü yeniden sorgulandı.,soru
"eklemlerim gevşek, son zamanlarda çok hasta oluyorum. günde 10 mil koşuyorum ama kilo veremiyorum.",soru
lakrimal bez fonksiyonlarını değerlendirmek için acilen schirmer testi yapın.,talimat
kızınızın damar sistemi kanla dolup taşmış durumda. bir miktarını boşaltmak başka bir inme riskini azaltıyor.,açıklama
babasında oralarda püstüller var. peki o çiçek hastalığına yakalanıyor da kızı nasıl es geçiyor?,soru
garsonluk yaptığı yer ve evi botulizm ya da alkol kullanımı açısından araştırılmalı.,hipotez
aşırı vicodin kullananlarda işitme kaybı görülebilir.,hipotez
daha da kötüleştiğinde bir pet taraması yapın.,test/prosedür
ağrı kontrolü için morfin talep edildi.,tedavi
hl tıkanıklık belirtisi yok.,değerlendirme
onu neyin zehirlediğini biliyorum. sadece pankreatit.,açıklama
doksisiklin tedavisi başlandı.,tedavi
enfeksiyon riskine karşı hastayı geniş spektrumlu antibiyotiklerle izlemeliyiz.,talimat
sifilis değil. vdrl ve enzim immün analizi negatif.,değerlendirme
"hemen kafatasının röntgenini çekin, iğnelerin yerini görmemiz lazım.",talimat
koroner anjiyografi?,test/prosedür
hastayı tüm vücut radyoterapisi için hazırlayın.,tedavi
membranöz septumda tutulum azalması var. bir ep çalışması yapın.,talimat
kalbini yeniden başlatmak onu öldürebilir.,değerlendirme
ağrı geri mi döndü?,soru
parlak ışık göreceksin. vücudun çok fazla bakır biriktiriyor olabilir. kayser-fleischer halkaları arıyoruz.,test/prosedür
ona şunlardan birini yapın. bu nalokson. bir afyon engelleyici.,talimat
biyopsi sonucu negatif.,test/prosedür
juguler ven belirgin; sorun akciğerde değil kalpte olabilir.,değerlendirme
hapşırma yeni bir semptom. burun akıntısı enfeksiyon olabilir.,değerlendirme
"sonunda bir lupus vakam oldu, serum fizyolojik vermeye başlayın, dört ünite a grubu kan verin ve steroid vermeye başlayın.",tedavi
bt taraması yapılmalı ama endoskopinin gösterdiğinden fazlasını göstermeyebilir.,test/prosedür
karaciğer ve kalp yetmezliği antitripsin eksikliği anlamına gelebilir.,değerlendirme
uzun dönem solunum takibi gerekecek.,tanı
"hayır, lumbar ponksiyon temiz.",tanı
onu izleyeceğiz ve bir tiroid testi yapacağız.,talimat
hmb sentetaz mutasyonu için genetik test istendi.,test/prosedür
lazer fotokoagülasyon gözü düzeltebilir.,talimat
yani cevap havalı olabileceği için yirmi dört yaşındaki bir kadına beyin biyopsisi yapmamızı mı istiyorsunuz?,soru
nasıl durumu? kustu mu?,soru
tüpler sindirim sisteminde kan olduğunu gösterdi. nereden geldiğini bulmamız gerekiyor. boğazının arkasını uyuşturacağım ve dr. foreman sana bir sedatif verecek.,test/prosedür
verdiğimiz steroid ve insülin benzeri büyüme faktörüyle onu vücuduna yaydık.,değerlendirme
"dalak hasarı olabilir, tüberküloz, gaucher hastalığı, ttp, hemolitik üremik sendrom, sepsis veya lupus olabilir.",tanı
"oksijen satürasyonu 85, hipoksik; entübe etmemiz gerekecek.",değerlendirme
"wiskott-aldrich sendromu var. bağışıklık sisteminizi bozuyor, aids olmaksızın aids benzeri her şeye karşı sizi savunmasız bırakıyor.",tanı
bacağındaki o sıçramayı hissettin mi?,soru
mri pineal bezde dikkate değer özellik göstermedi. ama laktat dehidrojenaz izoenzim seviyeleri hafif yüksek.,açıklama
morfini artırınca kalp hızı düştü; demek ki doğru karar verdim.,değerlendirme
vicodin alıyorum çünkü bazen iş için küçük bir desteğe ihtiyaç duyuyorum.,tedavi
bu ilaçların yan etkiler listesini okudun mu? tansiyonunu düşürebiliriz.,soru
abdomen tomografisi çek.,talimat
beyin omurilik sıvısı analizi yapıldı.,test/prosedür
haksızlık olurdu. doğrulamak için karaciğer biyopsisi yapacağız.,açıklama
peki karaciğerindeki sorun ne?,soru
ailenizde karaciğer hastalığı geçmişi var mı?,soru
empedanslar iyi görünüyor. saniyede 13 tık ve 50 desibel ile başlıyoruz.,açıklama
normal ldh ile olmaz.,tanı
ekg olmaz. kalp çalışmıyor.,değerlendirme
hipertrofik kardiyomiyopatin var. senin kalbin çok zayıf. seninkiyse çok güçlü.,açıklama
lenfoma olabilir.,tanı
belki gerçekten derisinin altında böcekler var. enfeksiyon? immünoterapi sonrası semptomların kötüleşmesi bunu düşündürür.,hipotez
kulağında böcek olan bir hastaya bt mi istedin?,soru
paromomisin tedavisi verildi.,tedavi
bir mr çekin ve onu bulun.,talimat
damar anevrizması tespit edildi.,tanı
kene felci? anafilaksiyi de açıklayabilir.,hipotez
her şey için tedaviye başlayın. ne düşünüyorsanız tedavi edin.,tedavi
potasyumuna baktınız mı?,değerlendirme
"dikişler iyi iyileşiyor, enfeksiyon belirtisi yok.",değerlendirme
"nörolojik semptom var ama nörolojik neden yok, bu da toksin ya da ilaç ihtimalini güçlendiriyor.",tanı
neden kanser olduğunuzu düşünüyorsunuz?,soru
kolun acımıyorsa neden kanıyor?,soru
"kortizolden sonra kolunu oynattı, ayağa kalktı ve denge kurmaya başladı.",değerlendirme
"mri, t2 görüntüleri alın. ms plaklarını görebilmelisiniz. varsa biyopsiyi yapabilirsiniz.",talimat
"filtre cilde değince hemen döküntü çıkması, diyaliz filtresine alerjiyi gösteriyor.",değerlendirme
gelişmiş dünyada neden otoimmün hastalık var?,soru
gorham hastalığı ve kasabach-merritt sendromu her ikisi de aşırı agresif vasküler tümörlere neden olabilir.,tanı
şuna baksana. aritmi.,açıklama
"kan tahlilinde alkol, kokain, amfetamin ve opiat var.",tanı
sfinkter felci artı şoklar eşittir miller fisher sendromu.,hipotez
ilaç kaynaklı değilse. epo almadığı konusunda yalan mı söylüyor?,hipotez
karotid arterden girip kateteri beynine kadar ilerletiyoruz.,açıklama
mitral kapakta vejetasyon saptandı.,tanı
yüksek laktat muhtemelen strestendi. onu boşuna kestik.,soru
ailesi zayıflama hapı kullandığını söylüyorsa kalp krizinin tetikleyicisi ilaç olabilir.,hipotez
hasta kalp durması yaşadı.,tanı
olası enfeksiyon için antibiyotik başlandı.,tedavi
d-dimer normal çıktı.,test/prosedür
o evde her türlü toksin vardır.,hipotez
pulmoner ödem ve ikinci evre hipertansif kriz gelişti; oksijen verin ve sodyum nitroprussid infüzyonu başlatın.,değerlendirme
"kırık değil. epifiz plağı, büyüme plağı. bu kemik yaşını söyler. on beş bile değil.",test/prosedür
toksikoloji testi yapacağım.,test/prosedür
pnömensefalografi yaparsak onu hareket ettirmemize gerek kalmayacağını öne sürüyorsun.,açıklama
pulmoner ödem tek başına ürtiker yapmaz; burada alerjik bir mekanizma olmalı.,değerlendirme
yani cilt kanseri gibi mi? onu nasıl kapmış olabilir?,soru
immünsüpresan tedavi seçeneği tartışıldı.,tedavi
kolonoskopi ve endoskopi yaptık ama kanamanın kaynağını bulamadık.,test/prosedür
"bir semptom olabilir, yaklaşan ölüm hissi; evet, adrenal bez bozuklukları, kan hastalıkları veya anafilaksi olabilir.",tanı
halüsinasyon görüyor.,tanı
bu derin ven trombozu. çocuk eski bir kamyonetin arka koltuğunda 16 saat geçirmiş. pıhtı oluşmuş ve akciğerlerine gitmiş. arteriogram yapıp pıhtıyı bulmalı ve tpa ile açmalıyız.,test/prosedür
bruselloz olasılığı ön plana çıktı.,tanı
iudyi çıkarmak yeterli. semptomlar gerilemelidir.,açıklama
"mrg çekelim, apse veya gizli enfeksiyon kontrol edelim.",test/prosedür
evet. erkek arkadaşta bel soğukluğu vardı. onu ameliyata hazırlıyoruz.,açıklama
"text:miller-fisher, type:disease, text:solunum yetmezliğine, type:disease, text:plazmafereze, type:procedure",tanı
tüm ilaçları sistemden temizlemek için hastayı diyalize alıyoruz.,tedavi
son yıllarda takılma ve düşme sayısının belirgin artması nörolojik bozulmaya işaret ediyor.,değerlendirme
"heparin başla, hemen iv ver.",açıklama
"ateşi 103.5e çıktı, tansiyonu 8040. kalp kanı dolaştırmak zorunda, zayıfsa oksijen organlara ulaşamıyor.",açıklama
çünkü vitamini ondan önce bir başkası yiyor. bir abdominal mr çekin.,test/prosedür
otopsi planlanıyor.,test/prosedür
ciddi hasar oluşmadan önce dolaşımını geri getirebildik.,açıklama
dokuda nekrotizan enfeksiyon gelişmiş.,tanı
insülin şoku. ektden az da olsa tehlikeli. seni komaya sokabilir. ayrıca işe yarayabilir.,tedavi
"bir şey hak ettiysen, o da daha büyük bir termometreydi.",soru
biyopsi böbrek hasarını gösteriyor.,tanı
tükürük üretimini uyarmak için hastaya pilokarpin reçete edilmeli.,talimat
pet taraması metabolik aktiviteyi değerlendirmek için istendi.,test/prosedür
estherın bir sonraki semptomunu da eklerseniz - beyin - ağır metal toksisitesi düşündürür.,hipotez
kan basıncı ve solunumu normal olduğundan hipermagnezemi tabloyu tam açıklamıyor.,değerlendirme
kesin tanı olmadan transplant kurulu önüne çıkarmanın gerekçesi nedir?,soru
mandibulada ilerleyici kemik enfeksiyonu tespit edildi.,tanı
"steroidlerle durumu kötüleşti, bu da hastalığın otoimmün olmadığını gösteriyor.",hipotez
maternal ayna sendromunun şaşmaz tek tedavisi var. fetüsü doğurtmak.,açıklama
görüntülemeler kafaiçi basınçta hafif artış gösteriyor. ama sinirler etrafında kitle yok.,test/prosedür
weil sendromu da birden fazla organ sistemini etkiler ve acilde verilen antibiyotikler onu tedavi etmezdi.,hipotez
uçuk son 6 hafta içinde bulaştıysa testte çıkmamış olabilir. ama baryum lavmanında gözükür.,talimat
ameliyattan sonra igf seviyeleri normale dönerse tanı kesinleşir.,açıklama
servikal spondiloz?,soru
mallory-weiss yırtığı olabilir.,hipotez
"plazma, kanın berrak sıvı kısmı, sinir sistemine saldıran antikorların çoğunu içerir. makine kanı santrifüjde döndürüp ağırlığa göre ayırır.",açıklama
kalbi durmaksızın hızlı atıyor. buna neyin sebep olduğunu bilmiyoruz.,değerlendirme
"küçük hücreli tümör olabilir. pet taraması yapalım. bazen hiç tümör olmadan da başvurur, yüzde 12.",hipotez
önce kan kültürü alın.,test/prosedür
eeg özgül değildi. nereye biyopsi yapacaksın?,soru
bunun yerine bir anjiyo ve e.p. çalışması yapın.,talimat
giovannini sendromu mu?,soru
eğer pıhtılaşma bozukluğuysa heparin en hızlı tedavi seçeneği olur.,talimat
adamı zehirlemeden önce kontrol etmek iyi olur dedim. sadece çiviyi yerleştirmeden önce kemik biyopsisi almanı istiyorum.,test/prosedür
bunu alerjik reaksiyon olsaydı görmemiz gerekirdi. ama kesinlikle alerji yok.,değerlendirme
safra yolu kanseri için ercp yapın.,test/prosedür
dikişleri yakınında sorun mu var?,değerlendirme
"mr planlayacağız, bazı vakalar idiopatiktir.",test/prosedür
taşikardi humoral bir etki olabilir; mastositoz.,hipotez
tamam. açın ve içine defibrilatör koyun ki siz testleri yapana kadar yaşayabilsin.,tedavi
ms için interferon başlatabiliriz.,tedavi
koca ne kadar morfin alıyor? solunumu baskılanmış. dozu azaltın!,talimat
"lcdd olabilir, kemoterapiye başlayacağız.",tanı
hasta testosterona duyarsız bulundu.,tanı
karaciğerine iğne batırabiliriz.,test/prosedür
cerrahlar 3 ünite ab pozitif kan verdiler ama hl kanama odağını arıyorlar.,tedavi
akciğerlerini sıvı ile doldurun.,tedavi
dr. chase koma hastam için antibiyotik ve prednizon aldı.,açıklama
"ağrıyı, vertigoyu, her şeyi açıklar. mr çekin.",test/prosedür
trombositoz için tedaviye başlıyoruz.,tanı
ekgde hl değişiklik yok.,değerlendirme
entübe etmemiz gerekiyor. içeriye biraz yardım lazım!,talimat
"boyun şişliği hava yolunu kapatıyor, acil trakeotomi yapmalıyız.",tanı
"nakilden sonra nöbet geçirmesi, önceki otoimmün tedavinin işe yaramadığını düşündürüyor.",değerlendirme
"senatöre hemen iv immünoglobulin başlayın. eğer iyileşirse ben haklıyım, ölürse siz haklısınız.",tedavi
zaten hasarlı bir kafatasına delik açıp elektrik vermek çok dinlendirici!.,değerlendirme
bacaktaki delik yılan ısırığını düşündürür.,tanı
ikinci derece karbonik anhidraz eksikliği olmalı çünkü osteopetrozun bilinen diğer nedenleri tedavi edilemez.,tanı
"ciddi bir epileptik nöbet geçirdiniz, size serum ve antikonvülziv ilaç veriyoruz, sadece dinlenmeye çalışın.",tedavi
laboratuvar cerrahi yapılacak kadar temizdi; farelerde virüs ya da pire belirtisi yoktu.,değerlendirme
lassa ateşi olabilir.,hipotez
sekiz ay önce uterin miyomu alındı. santral hat iv akciğerin yakınında yavaş genişleyen bir delik açmış olabilir.,tanı
nefesinde amonyak kokusu var; bu böbrek yetmezliğini düşündürür.,değerlendirme
"ellerinin röntgenini çekin, sonra bronkoskopi yapıp balgam sitolojisi isteyin.",talimat
house 12 saatte bir kontrol etmemizi istedi.,talimat
plasebo serum sonrası belirtiler geri döndü.,değerlendirme
ve bir spinal sinir biyopsisi yapın.,açıklama
aortik ameliyat sonrası antikoagülan alırken mi?,değerlendirme
onu trendelenburg pozisyonuna alın.,talimat
prednizon şekeri yükseltip tekrar komaya sokabilir; önce çift zincirli dna testi yapalım.,test/prosedür
"düşük potasyum, iraka gitmeden önce verilen deneysel aşılar ve kimyasal savaş karşıtı haplardan da kaynaklanıyor olabilir.",hipotez
"doğruladığınızda, abseyi kalbinden kesip çıkarın.",tedavi
"kalp hızı 30a düştü, atropin veriyoruz.",tedavi
wegener tedavisi mesanesinde büyük bir kanamaya yol açtı.,açıklama
yüksek doz dopamin verebiliriz. damarları daraltır. kan damarlarını kapatır böylece kanamaz da.,tedavi
antibiyotikler enfeksiyonları kontrol altına alır.,açıklama
gidin ve clark kentin limbik sisteminde kitle arayın.,talimat
endokardit ihtimali var.,hipotez
bu anlamsız. baş ağrısı hastalıktan kaynaklanıyorsa b12 eksikliği vardır. sadece üzgün olduğu içinse hiçbir anlamı yok. bunu nasıl test edeceğiz?,soru
steroid tedavisi başlandı.,tedavi
"rahimde kan akciğerleri bypass etmek zorunda çünkü henüz çalışmıyor. doğduğumuzda ilk büyük nefesimizi alırız, akciğerler genişler ve duktus kapanır. sizinkisi kapanmamış.",tanı
house kronik bacak ağrısı için vicodin kullandı.,tanı
sen dalağı düzelttikten sonra romatoid artirit için biyopsi yapacağım.,hipotez
sorun ne? beni duyabiliyor musun? o felç geçiriyor.,soru
astım için steroid mi? evet. hiperinflasyonu doğrulamak için bt çekin.,talimat
"denge organları, sinirler, akciğerler, kemikler, kalp. enfeksiyon belirtisi yok.",değerlendirme
"biraz dehidre olmuş, salin serumuna bağlayın ve biraz portakal suyu verin.",tedavi
ona anjiyogram yapın.,test/prosedür
"anafilaktik şok desek, bronkospazm belirtisi yok.",tanı
standart denge testini rodeo şampiyonu bir boğa binicisine yapamazsınız.,değerlendirme
tedavi işe yaradı. hastanın nefes alışı normale döndü. şu an taburcu ediliyor.,değerlendirme
"tamam, mantıklı olsa bile bize yaklaşmanıza izin verilmeyen bir çocuğa kolonoskopi yapmak biraz zor.",test/prosedür
annenin kan alkol düzeyi 0.12. sabah on buçukta.,test/prosedür
heparin ile tedavi başlatıldı.,tedavi
"mono olduğumu söylediğiniz konuda, kocam da test edilmeli mi?",soru
"hastaya sıvı verin, lejyoner tedavisi uygulayın.",talimat
pnömoni için mr mı? istemiyorum.,soru
kalp kapakçığı daralması değil. hiçbir şey uymuyor.,değerlendirme
sol tarafta hareket etmeyen birkaç bin miyosit var.,değerlendirme
siklofosfamid seçeneği değerlendirildi.,tedavi
"kalbi hızlanıyor, tansiyonu yükseliyor; kavga ettikçe anksiyete atağı geçiriyor.",değerlendirme
"bt, mr, balgam testi ve ace düzeyi isteyin. affedersiniz, özür dilerim, sakat geçiyor.",test/prosedür
lenfoma tüm bulguları açıklayabilir.,hipotez
"text:karaciğer hastalığı,type:disease",hipotez
ne kadar süre burada kalacağım?,soru
v-fib! ona şok vermeliyiz.,talimat
enfeksiyon azmış işte. tekrarlayın.,değerlendirme
trombositler normal görünüyor.,değerlendirme
küçük bir glioma kontrasttan gizlenebilir. pet taraması yapabiliriz.,hipotez
ultrasonun gözden kaçırabileceği küçük tümörleri bulmak için abdominal ct çekin.,talimat
cytoxan onu enfeksiyona karşı daha duyarlı hale getiriyor. şarbon tekrarlayabilir ve daha dirençli olabilir.,hipotez
"gözlerindeki kuruluk korneada ülserleşmeye yol açabilir, floresan boyama ile kontrol edin.",talimat
öyleyse pnömoni olduğunu göstermek için test yap. akciğerleri sönmeye devam ettiği için bronkoskopi yapamayız. transtrakeal aspirasyon.,test/prosedür
"mrda inme ya da tümör yok, bu yüzden toksik maruziyet daha olası.",değerlendirme
beyin mrını çekin; pıhtı arayın. ya tedaviye başlayın ya da daha güçlü bir mr cihazı yapmaya başlayın.,talimat
"diğer pıhtıları önlemek için heparin vermeye başladım, ama hl neler olduğunu bilmiyoruz.",tedavi
kandaki zararlı maddeleri temizlemek için plazmaferez uygulandı.,tedavi
"çizik testi yapın, alerjilere bakalım.",test/prosedür
interferon bağışıklık sistemini modüle eder. lösemiler gibi bir kan kanserini etkileyebilir.,hipotez
"bu yüzden arteriogram yerine venogram yapacaksınız. bu yüksek basınçlı bir patlama değil, düşük basınçlı bir sızıntı.",test/prosedür
"kalp hızı ayarlayıcı verin, kemo ve radyasyona başlayın. bu onu tedavi etmeyecek, ama birkaç hafta kazandıracak.",tedavi
oksijen düzeyi ve ekgsi normal. havayolundan da değil.,test/prosedür
sıvıyla beraber asiklovir tedavisine başlayın.,tedavi
periferik yayma yapın ve akantosit var mı bakın.,talimat
antikor testi yapılmalı.,test/prosedür
"blastomikoz. aylarca asemptomatik olmuş olabilir. akciğerlerine çarpar, steroid veririz; çiçek açar ve karaciğerine saldırır.",tanı
lupus nefriti düşünüldü.,hipotez
ameliyat sonrası psikiyatriye yönlendirildi.,tedavi
böbreküstü bezlerine mr çekin.,talimat
"bu bir tümör değil foreman, gözünün içinde yüzen solucanlar var.",tanı
elindeki istemsiz kıvrılma koreyi düşündürüyor.,değerlendirme
"o bakır şeyi? genetik, vücut çok fazla bakır biriktirir. wilson hastalığı?",hipotez
bebeği ecmoya bağlamazsan enfeksiyon vücuduna yayılır.,tedavi
felty sendromu mu?,soru
belki pestisitler konusunda yanılıyoruz.,hipotez
çok nadirdir ve tedavi edilebilir. itrakonazol kullanmaya başlayacaksın.,tedavi
nöbetten önce mide bulantısı veya kusma oldu mu?,soru
"eğer bir enfeksiyonun olsaydı, ateşin olurdu. başka bir yerde tatil yapmam lazım.",talimat
tanı için biyopsi gerekir. göğüs bt daha hızlı olur.,test/prosedür
ya... eegyi beynin içinden yaparsak?,soru
otoimmünse ve vücudu tümörlerle mücadele edecek antikorlar ürettiyse...,hipotez
gizli tümör paraneoplastik sendroma yol açabilir.,hipotez
koku alma duyunun bozulduğunu ilk ne zaman fark ettin?,soru
"parazit kontrolü için gaita örneği, enfeksiyonu dışlamak için kan kültürü ve lupus için ana testi yapın.",talimat
hipertansif kriz pıhtılaşma faktörlerini aktive ediyor olabilir.,hipotez
ya da astım ilaçları. kalbi daha hızlı atması için zorlarız. aritmiyi ortaya çıkarır.,test/prosedür
hastaya elektrik şoku uygulanarak ritim düzeltildi.,tedavi
"ağır yaranız var, pansuman yapıp en kısa sürede sizi hastaneye götüreceğiz.",talimat
bize bir şey mi saklıyor?,soru
potasyum seviyesi yükseliyor.,tanı
"bin virüsü altıya indirmemiz lazım. antikor kitleri alın, hasta çocukları test edin. sağlıklı çocuk kontrol grubumuz olsun.",test/prosedür
ekoda bir şey çıkmadı. troponin takibi yaptık. miyokardiyal iskemi belirtisi yok.,test/prosedür
muhtemelen biraz anemiksiniz ama emin olmak için ekg yapacağım. toksikoloji taraması dahil kan testleri istiyorum.,test/prosedür
şiddetli ağrı için spinal enjeksiyon istendi.,tedavi
steroidler zaten bağışıklık sistemini zayıflattı. kanser onu öldürmeden önce radyasyon öldürür.,tedavi
dilde ani şişme meydana geldi.,tanı
hastaya kortizol enjekte etti.,tedavi
mahkeme kararı çıkarın. ona hidrolaz vermek zorundayız.,açıklama
demir birikimi hastanın tüm hayati organlarını yavaşça zehirlemiş.,hipotez
sekiz yıllık öykü yeniden incelenirse gözden kaçan nörolojik bir ipucu bulunabilir.,değerlendirme
otoimmün hastalık düşünülüyor.,tanı
basıncı düştü; ritmi geri getirmek için şok veriyoruz.,açıklama
hava ya ince bağırsaktaki lümende bir kırıktan ya da nadir durumlarda doğrudan havadan gelir.,tanı
eozinofilik pnömoni değil. house onu eledi çünkü gırtlağı etkilerdi.,değerlendirme
genellikle steroid ve metotreksata cevap verir. ilaçları vermeye başlayayım.,tedavi
"amy, derekten uzak tutulmalı; üzerinde taşıdığı bir ajan atakları tetikliyor olabilir.",tedavi
abdominal ultrason incelemesi planlandı.,test/prosedür
kasları taş gibi sertleşmiş.,değerlendirme
malaria ihtimaline karşı coartem başlandı.,tanı
"senkopa ne neden olur? vazovagal reaksiyon. menenjiyom, hasta sinüs sendromu.",hipotez
tedavi değiştirildi.,tedavi
"tabii, bir de total vücut ışınlaması.",talimat
"böbrek fonksiyonların kötüleşmeye devam ediyor, bu da böbreklerinde bir sorun olduğu anlamına gelir.",tanı
stres de kalpe ve atardamarlara zarar verip şah damarı tıkanmasına ve denge bozukluğuna neden olmuştur. holter ve karotis doppleri yapın.,test/prosedür
parmaklarında ağrı başladı; beyaz küre sayısını geçici olarak yükseltmek için gcsf dozunu iki katına çıkarmalıyız.,hipotez
klor gazı hasarı için paranteral steroid ve sodyum bikarbonat tedavisine başlayın.,talimat
omzunu tekrardan bandajlatmalısın.,talimat
"fungus sinüs yoluyla beyne girer; mutluluk, körlük ve acı dansı.",tedavi
yüksek kolesterol var.,hipotez
bu dalaktan gelmiyor. karaciğer.,açıklama
"tümör olmalı. kan işlerini tekrarlayın, 2 mm kesitlerle yeni mrg çekin.",test/prosedür
testis tümörü için cerrahi planlandı.,tedavi
"bu bir bağırsak hareketi değil, ciddi bir rektal kanama söz konusu.",tanı
"hızlı detoks aritmi, yeni nöbet ya da karaciğer yetmezliği riski taşır.",değerlendirme
rifampin tedavisi başlandı.,tedavi
"bir nükleer çalışma yapın. eğer haklıysam, kalpte yara izi göreceksiniz.",talimat
mrida temporal lobda mikro apse görüldü.,tanı
parmakları morarıyor ve kolunda ciddi bir uyuşukluk hissettiğini söylüyor.,açıklama
sesler duymak psikoz olabilir.,açıklama
sıtma ihtimali değerlendiriliyor.,hipotez
test etmenin en hızlı yolu tedavi etmektir.,değerlendirme
cerrah hepsini almış gibi görünüyor ama kemoterapi alması gerekecek.,açıklama
overler ultrason ile değerlendirildi.,test/prosedür
"o bir güreşçi, muhtemelen kilo düşmek için diüretik kullanıyordur, bu da düşük akyuvar sayımına neden olabilir.",hipotez
hava balonu peye ve kardiyak arreste yol açtı.,tanı
yüzünün yanındaki yanık barut kaynaklı...,soru
nöbetten önce herhangi bir bulantı veya kusma oldu mu?,soru
bir eko yapın. cıvanın kalbe zarar vermesi pek olası değil.,talimat
sistemini temizlemek için hastaya bir somatostatin analoğu verin.,talimat
defibrilasyon uygulandı.,tedavi
lenf bezleri şişmiş.,tanı
hasta yarı vejetaryen besleniyor. bol k vitamini alıyor. sjögren daha olası.,değerlendirme
bacağındaki drenaj borusunu çıkardılar; yara yavaşça iyileşiyor.,açıklama
hipofiz bezine biyopsi yapalım.,talimat
empirik std tedavisi başlandı.,tedavi
"iv uyuşturucu kullanıcısı değil, dövmesi yok, kendine zarar verdiğine dair yara izi yok.",değerlendirme
ldh seviyesi normal çıktı.,test/prosedür
ani davranış değişiklikleri ve kontrol kaybı nörolojik bir sendromu işaret ediyor olabilir.,tanı
veya karaciğerde her iki soruna da neden olan damarsal bir anormallik olabilir.,açıklama
"kurşun parçaları hipbone arkasında saklanmış, bu yüzden ilk taramalarda gözden kaçmış.",açıklama
öyleyse temporal lob epilepsisi kaldı. güreş müsabakasındakiler nöbet geçirdiğini farkederdi.,değerlendirme
gizem çözüldü; hastayı hasta eden şey biyolojik ailesinin ona bıraktığı metalik bir hediye.,açıklama
alt ekstremitelerde şiddetli ağrı gelişti.,tanı
"text:malabsorbsiyon,type:symptom",soru
"acil servis kan kültürleri aldı  hepsi negatif, parazit yok, mantar yok.",değerlendirme
sorun akciğerlerden de kaynaklanabilir; laboratuvarda soluduğu toksik kimyasallar etkili olmuş olabilir.,hipotez
yumuşak doku pencereleri temiz. kemik pencerelerine geçiyorum. işte humerusta.,açıklama
kolesistit?,soru
ne zamandan beri sıtma kalp yetmezliğinin tedavisi oldu?,soru
kardiyak skar. cmv. enterovirüsler. influenza a. rsv.,hipotez
tükürük ve gözyaşı bezlerindeki inflamasyonu baskılamak için oral prednizolon başlayın.,talimat
tıkanıklığı açmak için hastaya laktüloz verin; ameliyattan önce bunu denemeliyiz.,talimat
tularemi tanısı için serum antikor düzeylerinde dört kat artış gerekir. 160 üstü tek titre büyük ipucu.,test/prosedür
"şizofren anne, parası yok, kamusal yardımda. plan b: tümörü rezeke etmek için cerrahi.",hipotez
amlin bir sebebi daha vardır.,hipotez
kore gelişmesi pıhtılaşma bozukluğunu geri plana iter ve santral sinir sistemini yeniden gündeme getirir.,değerlendirme
kan gazı sonuçları metabolik asidozu gösteriyor.,tanı
kemik iliğinden bir örnek al.,talimat
sarılık var.,tanı
interferona alerjik reaksiyon olabilir.,değerlendirme
dic pıhtılaşmaya neden oluyor.,tanı
kalp hasarını görmek için nükleer test yapın.,talimat
testis kanseri diğer organlara yayılmış olabilir.,açıklama
pankreas dahil tüm organlar tarandı.,test/prosedür
"hasta sürekli göz kırpıyor, nörolojik bir sorun olabilir.",tanı
bugün giydiği kıyafetler yeniydi. hiç yıkanmadılar.,açıklama
uzayan hipertansiyon kalp krizine neden olmuş olabilir.,hipotez
kortizol seviyeleri normal görünüyor.,açıklama
saç renginin değişmesi genetik ya da hormonal bir soruna işaret edebilir.,tanı
"akciğerinden bir parça alın, mor ötesi ışık altında inceleyin. işıldıyorsa işimiz kolay.",talimat
hasta ventriküler fibrilasyona girdi.,talimat
kulağında hamam böceği mi var?,soru
hasta metotreksata yanıt vermiyor. kanama zamanı düzelmedi.,açıklama
bacaklarımı hissetmiyorum! siz ne yaptınız?,soru
dudaklarım mavi. siyanoz. sırt ve göğsümde ağrı var. spontan pnömotoraks.,tanı
"nefes darlığı dışında bir şey yok, aslında sadece bir gerginlik hissi.",soru
feokromasitoma.,hipotez
sıradan bir röntgende kurtlar saçma taneleri gibi görünür.,açıklama
bunun için bizi sabah beşte mi çağırdı? ben yatağa geri dönüyorum. distoni hayati tehlike yaratmaz. klonazepam bunu halleder...,soru
intravenöz interferon başlandı.,tedavi
işık yakıp söndürerek bir nöbeti tetikleyebilirim.,talimat
"fosfolipit antikorları negatif, yani lupus yok. churg-strauss için de aynı şey geçerli.",hipotez
sabah 10dan önce iki içki içen amerikalı bir okul kızı için bu büyük ihtimalle çok daha fazlasının planıydı. muhtemelen ilk sefer de değildi.,değerlendirme
"ekg cihazına bağlayın, dört saat izleyin.",test/prosedür
genellikle steroid ve metotreksata cevap verir.,tedavi
"kalp hızı düşmeye devam ediyor, atropin işe yaramıyor.",tanı
boynundaki ve kolundaki kan akımını görmek için iyot boyası kullanacağız.,test/prosedür
